20090104
51
VEHICLE
NUMBER
25

CUSTOMER
CUST NO.	XCOORD.	YCOORD.	DEMAND	STAFF1  STAFF2	READY TIME	DUE DATE	SERVICE TIME
	0	0	0	0	0	0	0	1440	0
	1	0	0	1	2	0	480	750	8
	2	0	0	1	2	0	480	750	8
	3	0	0	1	2	0	750	1200	8
	4	0	0	1	2	1	725	845	8
	5	0	0	1	2	0	480	750	8
	6	0	0	1	2	1	480	750	8
	7	0	0	3	2	0	480	750	8
	8	0	0	3	2	0	480	1200	8
	9	0	0	3	2	0	480	1200	8
	10	0	0	3	2	1	480	1200	8
	11	0	0	3	2	0	750	1200	8
	12	0	0	1	2	0	480	750	8
	13	0	0	3	3	0	750	1200	8
	14	0	0	3	2	0	750	1200	8
	15	0	0	3	2	0	750	1200	8
	16	0	0	1	2	0	480	1200	8
	17	0	0	1	2	1	480	1200	8
	18	0	0	1	2	0	480	1200	8
	19	0	0	1	2	0	480	1200	8
	20	0	0	1	2	0	480	1200	8
	21	0	0	1	2	0	480	1200	8
	22	0	0	1	2	0	480	1200	8
	23	0	0	1	2	0	750	1200	8
	24	0	0	1	2	0	480	1200	8
	25	0	0	1	2	1	750	1200	8
	26	0	0	1	2	0	750	1200	8
	27	0	0	3	2	0	480	1200	8
	28	0	0	3	2	0	480	1200	8
	29	0	0	3	2	0	750	1200	8
	30	0	0	3	2	0	750	1200	8
	31	0	0	3	2	0	480	750	8
	32	0	0	1	2	0	750	1200	8
	33	0	0	3	2	0	750	1200	8
	34	0	0	1	2	0	750	1200	8
	35	0	0	1	2	0	480	750	8
	36	0	0	3	2	1	750	1200	8
	37	0	0	3	3	0	480	1200	8
	38	0	0	1	2	0	750	1200	8
	39	0	0	3	2	0	750	1200	8
	40	0	0	3	3	0	853	973	8
	41	0	0	3	2	0	750	1200	8
	42	0	0	1	2	0	750	1200	8
	43	0	0	1	2	0	853	973	8
	44	0	0	3	2	0	480	1200	8
	45	0	0	1	2	0	750	1200	8
	46	0	0	1	2	0	480	1200	8
	47	0	0	3	2	0	750	1200	8
	48	0	0	1	2	0	900	1050	8
	49	0	0	1	2	0	981	1131	8
	50	0	0	3	2	0	750	1200	8
	51	0	0	3	3	0	750	1200	8
Travel Time Between Locations
	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
	12	12	12	12	12	12	12	12	12	0	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12
	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
