R209

VEHICLE
NUMBER
25

CUSTOMER
CUST NO.	XCOORD.	YCOORD.	DEMAND	STAFF0	STAFF1	READY TIME	DUE DATE	SERVICE TIME
0	35	35	0	0	0	0	1000	0
1	41	49	1	1	0	636	919	10
2	35	17	2	2	0	74	351	10
3	55	45	1	1	0	498	613	10
4	55	20	1	1	0	470	965	10
5	15	30	1	1	0	20	370	10
6	25	30	1	1	0	266	663	10
7	20	50	1	1	0	292	449	10
8	10	43	1	1	0	288	597	10
9	55	60	1	1	0	254	643	10
10	30	60	3	3	0	496	713	10
11	20	65	1	1	0	33	510	10
12	50	35	2	1	1	170	403	10
13	30	25	1	1	0	426	978	10
14	15	10	3	1	0	32	454	10
15	30	5	2	2	0	30	529	10
16	10	20	3	2	1	222	423	10
17	5	30	2	1	0	409	959	10
18	20	40	3	2	0	349	462	10
19	15	60	3	1	1	215	432	10
20	45	65	1	1	0	538	709	10
21	45	20	1	1	0	156	389	10
22	45	10	3	1	0	280	623	10
23	55	5	2	1	0	36	513	10
24	65	35	2	1	0	633	918	10
25	65	20	3	3	0	400	956	10
26	45	30	3	2	0	548	707	10
27	35	40	2	1	1	5	612	10
28	41	37	1	1	0	44	325	10
29	64	42	3	2	1	129	374	10
30	40	60	1	1	0	115	498	10
31	31	52	2	2	0	91	336	10
32	35	69	1	1	0	602	835	10
33	53	52	3	1	0	24	646	10
34	65	55	2	2	0	487	656	10
35	63	65	1	1	0	439	948	10
36	2	60	3	1	1	41	710	10
37	20	20	1	1	0	563	736	10
38	5	5	3	1	1	147	560	10
39	60	12	2	1	0	33	797	10
40	40	25	3	2	0	243	554	10
41	42	7	1	1	0	225	682	10
42	24	12	2	1	0	25	616	10
43	23	3	3	2	1	578	747	10
44	11	14	1	1	0	72	501	10
45	6	38	3	1	0	29	669	10
46	2	48	3	1	0	458	685	10
47	8	56	1	1	0	34	362	10
48	13	52	2	1	0	694	962	10
49	6	68	3	2	1	444	597	10
50	47	47	3	3	0	499	690	10
51	49	58	3	1	1	296	505	10
52	27	43	2	1	0	111	362	10
53	37	31	2	1	0	301	602	10
54	57	29	1	1	0	595	780	10
55	63	23	2	1	1	442	917	10
56	53	12	1	1	0	426	851	10
57	32	12	2	1	1	366	585	10
58	36	26	1	1	0	458	980	10
59	21	24	1	1	0	17	441	10
60	17	34	2	1	1	651	932	10
61	12	24	1	1	0	246	421	10
62	24	58	2	2	0	25	583	10
63	27	69	3	1	1	34	348	10
64	15	77	3	2	1	46	523	10
65	62	77	3	2	1	49	608	10
66	49	73	2	1	1	440	845	10
67	67	5	3	2	0	132	563	10
68	56	39	1	1	0	464	925	10
69	37	47	1	1	0	12	535	10
70	37	56	2	1	0	249	968	10
71	57	68	3	1	0	218	417	10
72	47	16	1	1	0	22	377	10
73	44	17	3	1	1	263	444	10
74	46	13	3	1	1	479	965	10
75	49	11	3	1	0	182	399	10
76	49	42	3	1	0	166	497	10
77	53	43	2	1	1	430	970	10
78	61	52	3	2	0	212	671	10
79	57	48	3	1	1	273	580	10
80	56	37	2	2	0	452	968	10
81	55	54	1	1	0	388	479	10
82	15	47	2	1	0	99	352	10
83	14	37	2	2	0	21	328	10
84	11	31	1	1	0	323	624	10
85	16	22	3	1	0	333	504	10
86	4	18	1	1	0	350	503	10
87	28	18	1	1	0	380	487	10
88	26	52	3	1	0	114	553	10
89	26	35	2	1	1	649	981	10
90	31	67	3	2	0	345	534	10
91	15	19	1	1	0	675	930	10
92	22	22	2	1	1	18	673	10
93	18	24	1	1	0	339	969	10
94	26	27	2	2	0	403	536	10
95	25	24	3	1	1	22	301	10
96	22	27	3	2	0	565	732	10
97	25	21	3	1	1	582	703	10
98	19	21	2	1	0	122	367	10
99	20	26	3	1	0	185	580	10
100	18	18	1	1	0	297	965	10
