RC205

VEHICLE
NUMBER
25

CUSTOMER
CUST NO.	XCOORD.	YCOORD.	DEMAND	STAFF0	STAFF1	READY TIME	DUE DATE	SERVICE TIME
0	40	50	0	0	0	0	960	0
1	25	85	1	1	0	431	911	10
2	22	75	2	2	0	30	510	10
3	22	85	1	1	0	291	771	10
4	20	80	1	1	0	674	734	10
5	20	85	1	1	0	40	520	10
6	18	75	1	1	0	393	502	10
7	15	75	1	1	0	120	600	10
8	15	80	1	1	0	397	457	10
9	10	35	1	1	0	401	461	10
10	10	40	3	3	0	535	622	10
11	8	40	1	1	0	225	285	10
12	8	45	2	1	1	43	523	10
13	5	35	1	1	0	683	743	10
14	5	45	3	1	0	35	366	10
15	2	40	2	2	0	204	264	10
16	0	40	3	2	1	204	425	10
17	0	45	2	1	0	698	827	10
18	44	5	3	2	0	306	483	10
19	42	10	3	1	1	199	428	10
20	42	15	1	1	0	494	699	10
21	40	5	1	1	0	45	525	10
22	40	15	3	1	0	383	486	10
23	38	5	2	1	0	231	291	10
24	38	15	2	1	0	609	872	10
25	35	5	3	3	0	821	881	10
26	95	30	3	2	0	349	829	10
27	95	35	2	1	1	138	273	10
28	92	30	1	1	0	78	339	10
29	90	35	3	2	1	132	375	10
30	88	30	1	1	0	252	359	10
31	88	35	2	2	0	50	530	10
32	87	30	1	1	0	562	799	10
33	85	25	3	1	0	71	208	10
34	85	35	2	2	0	307	787	10
35	67	85	1	1	0	655	778	10
36	65	85	3	1	1	43	186	10
37	65	82	1	1	0	377	857	10
38	62	80	3	1	1	308	368	10
39	60	80	2	1	0	46	201	10
40	60	85	3	2	0	339	438	10
41	58	75	1	1	0	377	494	10
42	55	80	2	1	0	33	166	10
43	55	85	3	2	1	531	736	10
44	55	82	1	1	0	247	307	10
45	20	82	3	1	0	37	177	10
46	18	80	3	1	0	432	665	10
47	2	45	1	1	0	38	322	10
48	42	5	2	1	0	424	904	10
49	42	12	3	2	1	460	539	10
50	72	35	3	3	0	327	807	10
51	55	20	3	1	1	273	498	10
52	25	30	2	1	0	25	505	10
53	20	50	2	1	0	405	465	10
54	55	60	1	1	0	554	767	10
55	30	60	2	1	1	629	689	10
56	50	35	1	1	0	560	673	10
57	30	25	2	1	1	342	571	10
58	15	10	1	1	0	842	902	10
59	10	20	1	1	0	42	522	10
60	15	60	2	1	1	623	884	10
61	45	65	1	1	0	214	421	10
62	65	35	2	2	0	197	257	10
63	65	20	3	1	1	39	316	10
64	45	30	3	2	1	191	310	10
65	35	40	3	2	1	11	140	10
66	41	37	2	1	1	570	681	10
67	64	42	3	2	0	298	358	10
68	40	60	1	1	0	613	730	10
69	31	52	1	1	0	187	247	10
70	35	69	2	1	0	780	930	10
71	65	55	3	1	0	191	410	10
72	63	65	1	1	0	27	507	10
73	2	60	3	1	1	240	451	10
74	20	20	3	1	1	675	735	10
75	5	5	3	1	0	57	537	10
76	60	12	3	1	0	298	358	10
77	23	3	2	1	1	794	854	10
78	8	56	3	2	0	366	483	10
79	6	68	3	1	1	382	442	10
80	47	47	2	2	0	817	942	10
81	49	58	1	1	0	332	497	10
82	27	43	2	1	0	14	494	10
83	37	31	2	2	0	19	499	10
84	57	29	1	1	0	425	485	10
85	63	23	3	1	0	164	644	10
86	21	24	1	1	0	310	507	10
87	12	24	1	1	0	389	449	10
88	24	58	3	1	0	262	377	10
89	67	5	2	1	1	611	897	10
90	37	47	3	2	0	311	526	10
91	49	42	1	1	0	457	937	10
92	53	43	2	1	1	14	74	10
93	61	52	1	1	0	789	928	10
94	57	48	2	2	0	212	692	10
95	56	37	3	1	1	20	500	10
96	55	54	3	2	0	382	862	10
97	4	18	3	1	1	516	697	10
98	26	52	2	1	0	14	494	10
99	26	35	3	1	0	338	398	10
100	31	67	1	1	0	870	930	10
