C206

VEHICLE
NUMBER
25

CUSTOMER
CUST NO.	XCOORD.	YCOORD.	DEMAND	STAFF0	STAFF1	READY TIME	DUE DATE	SERVICE TIME
0	40	50	0	0	0	0	3390	0
1	52	75	1	1	0	213	568	90
2	45	70	2	2	0	22	563	90
3	62	69	1	1	0	1030	1463	90
4	60	66	1	1	0	1154	1527	90
5	42	65	1	1	0	15	402	90
6	16	42	1	1	0	331	822	90
7	58	70	1	1	0	965	1340	90
8	34	60	1	1	0	2653	3280	90
9	28	70	1	1	0	2385	2976	90
10	35	66	3	3	0	2628	3113	90
11	35	69	1	1	0	2603	2952	90
12	25	85	2	1	1	1985	2412	90
13	22	75	1	1	0	2310	2659	90
14	22	85	3	1	0	1846	2365	90
15	20	80	2	2	0	2077	2514	90
16	20	85	3	2	1	1763	2264	90
17	18	75	2	1	0	2143	2638	90
18	15	75	3	2	0	1560	2083	90
19	15	80	3	1	1	1689	2144	90
20	30	50	1	1	0	10	645	90
21	30	56	1	1	0	2675	3288	90
22	28	52	3	1	0	12	505	90
23	14	66	2	1	0	1519	1926	90
24	25	50	2	1	0	23	368	90
25	22	66	3	3	0	2380	2787	90
26	8	62	3	2	0	1330	1919	90
27	23	52	2	1	1	93	484	90
28	4	55	1	1	0	1268	1785	90
29	20	50	3	2	1	168	787	90
30	20	55	1	1	0	170	595	90
31	10	35	2	2	0	585	1136	90
32	10	40	1	1	0	448	897	90
33	8	40	3	1	0	499	1030	90
34	8	45	2	2	0	1190	1661	90
35	5	35	1	1	0	666	1245	90
36	5	45	3	1	1	1076	1589	90
37	2	40	1	1	0	772	1329	90
38	0	40	3	1	1	890	1395	90
39	0	45	2	1	0	1036	1439	90
40	36	18	3	2	0	1612	2185	90
41	35	32	1	1	0	2599	3076	90
42	33	32	2	1	0	2529	2962	90
43	33	35	3	2	1	2463	2842	90
44	32	20	1	1	0	1745	2240	90
45	30	30	3	1	0	1932	2437	90
46	34	25	3	1	0	1884	2293	90
47	30	35	1	1	0	2348	2771	90
48	36	40	2	1	0	2715	3156	90
49	48	20	3	2	1	812	1281	90
50	26	32	3	3	0	2018	2725	90
51	25	30	3	1	1	2015	2544	90
52	25	35	2	1	0	2201	2728	90
53	44	5	2	1	0	1078	1593	90
54	42	10	1	1	0	998	1481	90
55	42	15	2	1	1	897	1392	90
56	40	5	1	1	0	1199	1660	90
57	38	15	2	1	1	1552	2057	90
58	38	5	1	1	0	1263	1780	90
59	38	10	1	1	0	1498	1921	90
60	35	5	2	1	1	1325	1904	90
61	50	30	1	1	0	223	738	90
62	50	35	2	2	0	18	474	90
63	50	40	3	1	1	14	360	90
64	48	30	3	2	1	246	899	90
65	44	25	3	2	1	704	1197	90
66	47	35	2	1	1	393	942	90
67	47	40	3	2	0	12	424	90
68	42	30	1	1	0	641	1070	90
69	45	35	1	1	0	534	985	90
70	95	30	2	1	0	2119	2682	90
71	95	35	3	1	0	2079	2532	90
72	53	30	1	1	0	131	644	90
73	92	30	3	1	1	2169	2818	90
74	53	35	3	1	1	87	498	90
75	45	65	3	1	0	15	607	90
76	90	35	3	1	0	2002	2419	90
77	72	45	2	1	1	2701	3258	90
78	78	40	3	2	0	2599	3164	90
79	87	30	3	1	1	2505	2870	90
80	85	25	2	2	0	2369	2816	90
81	85	35	1	1	0	2563	3002	90
82	75	55	2	1	0	1783	2226	90
83	72	55	2	2	0	1591	2232	90
84	70	58	1	1	0	1513	1928	90
85	86	46	3	1	0	1829	2388	90
86	66	55	1	1	0	1604	2027	90
87	64	46	1	1	0	2976	3275	90
88	65	60	3	1	0	1338	1913	90
89	56	64	2	1	1	1116	1753	90
90	60	55	3	2	0	2789	3279	90
91	60	60	1	1	0	1349	1712	90
92	67	85	2	1	1	518	1029	90
93	42	58	1	1	0	8	509	90
94	65	82	2	2	0	549	1186	90
95	62	80	3	1	1	744	1177	90
96	62	40	3	2	0	2713	3275	90
97	60	85	3	1	1	397	956	90
98	58	75	2	1	0	839	1276	90
99	55	80	3	1	0	272	701	90
100	55	85	1	1	0	373	790	90
