C204

VEHICLE
NUMBER
25

CUSTOMER
CUST NO.	XCOORD.	YCOORD.	DEMAND	STAFF0	STAFF1	READY TIME	DUE DATE	SERVICE TIME
0	40	50	0	0	0	0	3390	0
1	52	75	1	1	0	0	3272	90
2	45	70	2	2	0	0	3279	90
3	62	69	1	1	0	0	3270	90
4	60	66	1	1	0	1261	1421	90
5	42	65	1	1	0	0	3284	90
6	16	42	1	1	0	0	3274	90
7	58	70	1	1	0	0	3273	90
8	34	60	1	1	0	2887	3047	90
9	28	70	1	1	0	2601	2761	90
10	35	66	3	3	0	0	3283	90
11	35	69	1	1	0	2698	2858	90
12	25	85	2	1	1	0	3261	90
13	22	75	1	1	0	2405	2565	90
14	22	85	3	1	0	0	3260	90
15	20	80	2	2	0	2216	2376	90
16	20	85	3	2	1	0	3259	90
17	18	75	2	1	0	0	3266	90
18	15	75	3	2	0	0	3264	90
19	15	80	3	1	1	0	3260	90
20	30	50	1	1	0	0	3290	90
21	30	56	1	1	0	0	3288	90
22	28	52	3	1	0	0	3287	90
23	14	66	2	1	0	1643	1803	90
24	25	50	2	1	0	0	3285	90
25	22	66	3	3	0	2504	2664	90
26	8	62	3	2	0	0	3265	90
27	23	52	2	1	1	0	3282	90
28	4	55	1	1	0	0	3263	90
29	20	50	3	2	1	0	3280	90
30	20	55	1	1	0	0	3279	90
31	10	35	2	2	0	0	3266	90
32	10	40	1	1	0	0	3268	90
33	8	40	3	1	0	0	3266	90
34	8	45	2	2	0	0	3267	90
35	5	35	1	1	0	0	3261	90
36	5	45	3	1	1	0	3264	90
37	2	40	1	1	0	0	3260	90
38	0	40	3	1	1	1063	1223	90
39	0	45	2	1	0	0	3259	90
40	36	18	3	2	0	0	3267	90
41	35	32	1	1	0	0	3281	90
42	33	32	2	1	0	0	3280	90
43	33	35	3	2	1	0	3283	90
44	32	20	1	1	0	1913	2073	90
45	30	30	3	1	0	0	3277	90
46	34	25	3	1	0	0	3274	90
47	30	35	1	1	0	0	3281	90
48	36	40	2	1	0	0	3289	90
49	48	20	3	2	1	0	3268	90
50	26	32	3	3	0	0	3277	90
51	25	30	3	1	1	0	3275	90
52	25	35	2	1	0	0	3278	90
53	44	5	2	1	0	1256	1416	90
54	42	10	1	1	0	0	3259	90
55	42	15	2	1	1	1065	1225	90
56	40	5	1	1	0	0	3255	90
57	38	15	2	1	1	0	3264	90
58	38	5	1	1	0	1442	1602	90
59	38	10	1	1	0	0	3259	90
60	35	5	2	1	1	0	3254	90
61	50	30	1	1	0	0	3277	90
62	50	35	2	2	0	120	280	90
63	50	40	3	1	1	0	3285	90
64	48	30	3	2	1	0	3278	90
65	44	25	3	2	1	0	3274	90
66	47	35	2	1	1	0	3283	90
67	47	40	3	2	0	12	172	90
68	42	30	1	1	0	0	3279	90
69	45	35	1	1	0	680	840	90
70	95	30	2	1	0	0	3241	90
71	95	35	3	1	0	0	3242	90
72	53	30	1	1	0	0	3276	90
73	92	30	3	1	1	0	3244	90
74	53	35	3	1	1	213	373	90
75	45	65	3	1	0	0	3284	90
76	90	35	3	1	0	2131	2291	90
77	72	45	2	1	1	2900	3060	90
78	78	40	3	2	0	0	3260	90
79	87	30	3	1	1	2608	2768	90
80	85	25	2	2	0	0	3248	90
81	85	35	1	1	0	0	3252	90
82	75	55	2	1	0	0	3264	90
83	72	55	2	2	0	0	3267	90
84	70	58	1	1	0	1641	1801	90
85	86	46	3	1	0	0	3253	90
86	66	55	1	1	0	0	3273	90
87	64	46	1	1	0	3097	3257	90
88	65	60	3	1	0	0	3273	90
89	56	64	2	1	1	0	3278	90
90	60	55	3	2	0	0	3279	90
91	60	60	1	1	0	0	3277	90
92	67	85	2	1	1	694	854	90
93	42	58	1	1	0	0	3291	90
94	65	82	2	2	0	0	3259	90
95	62	80	3	1	1	0	3262	90
96	62	40	3	2	0	0	3275	90
97	60	85	3	1	1	0	3259	90
98	58	75	2	1	0	0	3269	90
99	55	80	3	1	0	407	567	90
100	55	85	1	1	0	502	662	90
