RC208

VEHICLE
NUMBER
25

CUSTOMER
CUST NO.	XCOORD.	YCOORD.	DEMAND	STAFF0	STAFF1	READY TIME	DUE DATE	SERVICE TIME
0	40	50	0	0	0	0	960	0
1	25	85	1	1	0	388	911	10
2	22	75	2	2	0	30	546	10
3	22	85	1	1	0	353	708	10
4	20	80	1	1	0	425	913	10
5	20	85	1	1	0	40	630	10
6	18	75	1	1	0	228	667	10
7	15	75	1	1	0	161	558	10
8	15	80	1	1	0	229	624	10
9	10	35	1	1	0	213	648	10
10	10	40	3	3	0	404	753	10
11	8	40	1	1	0	33	511	10
12	8	45	2	1	1	46	519	10
13	5	35	1	1	0	395	911	10
14	5	45	3	1	0	35	697	10
15	2	40	2	2	0	39	528	10
16	0	40	3	2	1	94	535	10
17	0	45	2	1	0	394	909	10
18	44	5	3	2	0	218	571	10
19	42	10	3	1	1	85	542	10
20	42	15	1	1	0	391	802	10
21	40	5	1	1	0	45	517	10
22	40	15	3	1	0	229	640	10
23	38	5	2	1	0	45	523	10
24	38	15	2	1	0	389	914	10
25	35	5	3	3	0	386	904	10
26	95	30	3	2	0	389	788	10
27	95	35	2	1	1	57	600	10
28	92	30	1	1	0	55	575	10
29	90	35	3	2	1	52	536	10
30	88	30	1	1	0	90	521	10
31	88	35	2	2	0	50	534	10
32	87	30	1	1	0	425	898	10
33	85	25	3	1	0	51	602	10
34	85	35	2	2	0	342	751	10
35	67	85	1	1	0	410	905	10
36	65	85	3	1	1	43	617	10
37	65	82	1	1	0	410	823	10
38	62	80	3	1	1	114	561	10
39	60	80	2	1	0	36	658	10
40	60	85	3	2	0	191	586	10
41	58	75	1	1	0	201	670	10
42	55	80	2	1	0	33	568	10
43	55	85	3	2	1	429	838	10
44	55	82	1	1	0	49	504	10
45	20	82	3	1	0	37	597	10
46	18	80	3	1	0	315	782	10
47	2	45	1	1	0	38	606	10
48	42	5	2	1	0	396	904	10
49	42	12	3	2	1	341	658	10
50	72	35	3	3	0	351	782	10
51	55	20	3	1	1	161	610	10
52	25	30	2	1	0	25	516	10
53	20	50	2	1	0	239	630	10
54	55	60	1	1	0	448	873	10
55	30	60	2	1	1	420	897	10
56	50	35	1	1	0	390	843	10
57	30	25	2	1	1	227	686	10
58	15	10	1	1	0	401	902	10
59	10	20	1	1	0	42	706	10
60	15	60	2	1	1	401	923	10
61	45	65	1	1	0	110	525	10
62	65	35	2	2	0	29	548	10
63	65	20	3	1	1	39	593	10
64	45	30	3	2	1	20	498	10
65	35	40	3	2	1	11	530	10
66	41	37	2	1	1	404	847	10
67	64	42	3	2	0	100	555	10
68	40	60	1	1	0	436	907	10
69	31	52	1	1	0	9	510	10
70	35	69	2	1	0	330	930	10
71	65	55	3	1	0	81	520	10
72	63	65	1	1	0	27	622	10
73	2	60	3	1	1	135	556	10
74	20	20	3	1	1	430	913	10
75	5	5	3	1	0	63	520	10
76	60	12	3	1	0	125	530	10
77	23	3	2	1	1	390	900	10
78	8	56	3	2	0	190	659	10
79	6	68	3	1	1	215	608	10
80	47	47	2	2	0	444	942	10
81	49	58	1	1	0	249	580	10
82	27	43	2	1	0	14	506	10
83	37	31	2	2	0	19	566	10
84	57	29	1	1	0	259	650	10
85	63	23	3	1	0	198	609	10
86	21	24	1	1	0	212	605	10
87	12	24	1	1	0	272	565	10
88	24	58	3	1	0	90	549	10
89	67	5	2	1	1	325	897	10
90	37	47	3	2	0	204	633	10
91	49	42	1	1	0	442	937	10
92	53	43	2	1	1	14	581	10
93	61	52	1	1	0	373	928	10
94	57	48	2	2	0	265	638	10
95	56	37	3	1	1	20	539	10
96	55	54	3	2	0	418	825	10
97	4	18	3	1	1	426	787	10
98	26	52	2	1	0	14	499	10
99	26	35	3	1	0	149	586	10
100	31	67	1	1	0	356	930	10
