C107

VEHICLE
NUMBER
25

CUSTOMER
CUST NO.	XCOORD.	YCOORD.	DEMAND	STAFF0	STAFF1	READY TIME	DUE DATE	SERVICE TIME
0	40	50	0	0	0	0	1236	0
1	45	68	1	1	0	850	1030	90
2	45	70	2	2	0	758	938	90
3	42	66	1	1	0	16	196	90
4	42	68	1	1	0	665	845	90
5	42	65	1	1	0	15	195	90
6	40	69	1	1	0	572	752	90
7	40	66	1	1	0	108	288	90
8	38	68	1	1	0	200	380	90
9	38	70	1	1	0	480	660	90
10	35	66	3	3	0	294	474	90
11	35	69	1	1	0	387	567	90
12	25	85	2	1	1	597	777	90
13	22	75	1	1	0	30	210	90
14	22	85	3	1	0	504	684	90
15	20	80	2	2	0	317	497	90
16	20	85	3	2	1	412	592	90
17	18	75	2	1	0	34	214	90
18	15	75	3	2	0	127	307	90
19	15	80	3	1	1	222	402	90
20	30	50	1	1	0	10	190	90
21	30	52	1	1	0	850	1030	90
22	28	52	3	1	0	758	938	90
23	28	55	2	1	0	665	845	90
24	25	50	2	1	0	15	195	90
25	25	52	3	3	0	107	287	90
26	25	55	3	2	0	572	752	90
27	23	52	2	1	1	199	379	90
28	23	55	1	1	0	480	660	90
29	20	50	3	2	1	292	472	90
30	20	55	1	1	0	387	567	90
31	10	35	2	2	0	129	309	90
32	10	40	1	1	0	31	211	90
33	8	40	3	1	0	33	213	90
34	8	45	2	2	0	694	874	90
35	5	35	1	1	0	224	404	90
36	5	45	3	1	1	601	781	90
37	2	40	1	1	0	319	499	90
38	0	40	3	1	1	411	591	90
39	0	45	2	1	0	506	686	90
40	35	30	3	2	0	203	383	90
41	35	32	1	1	0	111	291	90
42	33	32	2	1	0	19	199	90
43	33	35	3	2	1	16	196	90
44	32	30	1	1	0	296	476	90
45	30	30	3	1	0	481	661	90
46	30	32	3	1	0	389	569	90
47	30	35	1	1	0	947	1127	90
48	28	30	2	1	0	573	753	90
49	28	35	3	2	1	944	1124	90
50	26	32	3	3	0	758	938	90
51	25	30	3	1	1	666	846	90
52	25	35	2	1	0	851	1031	90
53	44	5	2	1	0	227	407	90
54	42	10	1	1	0	132	312	90
55	42	15	2	1	1	37	217	90
56	40	5	1	1	0	321	501	90
57	40	15	2	1	1	35	215	90
58	38	5	1	1	0	413	593	90
59	38	15	1	1	0	606	786	90
60	35	5	2	1	1	506	686	90
61	50	30	1	1	0	481	661	90
62	50	35	2	2	0	200	380	90
63	50	40	3	1	1	105	285	90
64	48	30	3	2	1	573	753	90
65	48	40	3	2	1	13	193	90
66	47	35	2	1	1	761	941	90
67	47	40	3	2	0	12	192	90
68	45	30	1	1	0	666	846	90
69	45	35	1	1	0	853	1033	90
70	95	30	2	1	0	332	512	90
71	95	35	3	1	0	237	417	90
72	53	30	1	1	0	388	568	90
73	92	30	3	1	1	425	605	90
74	53	35	3	1	1	293	473	90
75	45	65	3	1	0	943	1123	90
76	90	35	3	1	0	142	322	90
77	88	30	2	1	1	519	699	90
78	88	35	3	2	0	50	230	90
79	87	30	3	1	1	610	790	90
80	85	25	2	2	0	705	885	90
81	85	35	1	1	0	47	227	90
82	75	55	2	1	0	305	485	90
83	72	55	2	2	0	212	392	90
84	70	58	1	1	0	401	581	90
85	68	60	3	1	0	494	674	90
86	66	55	1	1	0	116	296	90
87	65	55	1	1	0	25	205	90
88	65	60	3	1	0	587	767	90
89	63	58	2	1	1	680	860	90
90	60	55	3	2	0	20	200	90
91	60	60	1	1	0	773	953	90
92	67	85	2	1	1	315	495	90
93	65	85	1	1	0	407	587	90
94	65	82	2	2	0	221	401	90
95	62	80	3	1	1	128	308	90
96	60	80	3	2	0	36	216	90
97	60	85	3	1	1	502	682	90
98	58	75	2	1	0	30	210	90
99	55	80	3	1	0	692	872	90
100	55	85	1	1	0	597	777	90
