RC106

VEHICLE
NUMBER
25

CUSTOMER
CUST NO.	XCOORD.	YCOORD.	DEMAND	STAFF0	STAFF1	READY TIME	DUE DATE	SERVICE TIME
0	40	50	0	0	0	0	240	0
1	25	85	1	1	0	130	190	10
2	22	75	2	2	0	35	95	10
3	22	85	1	1	0	94	154	10
4	20	80	1	1	0	126	186	10
5	20	85	1	1	0	40	100	10
6	18	75	1	1	0	80	140	10
7	15	75	1	1	0	64	124	10
8	15	80	1	1	0	76	136	10
9	10	35	1	1	0	76	136	10
10	10	40	3	3	0	104	164	10
11	8	40	1	1	0	44	104	10
12	8	45	2	1	1	49	109	10
13	5	35	1	1	0	127	187	10
14	5	45	3	1	0	35	95	10
15	2	40	2	2	0	43	103	10
16	0	40	3	2	1	57	117	10
17	0	45	2	1	0	129	189	10
18	44	5	3	2	0	72	132	10
19	42	10	3	1	1	57	117	10
20	42	15	1	1	0	107	167	10
21	40	5	1	1	0	52	112	10
22	40	15	3	1	0	77	137	10
23	38	5	2	1	0	50	110	10
24	38	15	2	1	0	133	193	10
25	35	5	3	3	0	124	184	10
26	95	30	3	2	0	100	160	10
27	95	35	2	1	1	57	117	10
28	92	30	1	1	0	55	115	10
29	90	35	3	2	1	52	112	10
30	88	30	1	1	0	59	119	10
31	88	35	2	2	0	50	110	10
32	87	30	1	1	0	116	176	10
33	85	25	3	1	0	51	111	10
34	85	35	2	2	0	96	156	10
35	67	85	1	1	0	124	184	10
36	65	85	3	1	1	43	103	10
37	65	82	1	1	0	109	169	10
38	62	80	3	1	1	60	120	10
39	60	80	2	1	0	36	96	10
40	60	85	3	2	0	70	130	10
41	58	75	1	1	0	77	137	10
42	55	80	2	1	0	33	93	10
43	55	85	3	2	1	113	173	10
44	55	82	1	1	0	49	109	10
45	20	82	3	1	0	37	97	10
46	18	80	3	1	0	98	158	10
47	2	45	1	1	0	38	98	10
48	42	5	2	1	0	124	184	10
49	42	12	3	2	1	89	149	10
50	72	35	3	3	0	101	161	10
51	55	20	3	1	1	68	128	10
52	25	30	2	1	0	37	97	10
53	20	50	2	1	0	76	136	10
54	55	60	1	1	0	124	184	10
55	30	60	2	1	1	125	185	10
56	50	35	1	1	0	115	175	10
57	30	25	2	1	1	81	141	10
58	15	10	1	1	0	122	182	10
59	10	20	1	1	0	42	102	10
60	15	60	2	1	1	140	200	10
61	45	65	1	1	0	51	111	10
62	65	35	2	2	0	37	97	10
63	65	20	3	1	1	39	99	10
64	45	30	3	2	1	38	98	10
65	35	40	3	2	1	11	71	10
66	41	37	2	1	1	118	178	10
67	64	42	3	2	0	55	115	10
68	40	60	1	1	0	129	189	10
69	31	52	1	1	0	26	86	10
70	35	69	2	1	0	150	210	10
71	65	55	3	1	0	50	110	10
72	63	65	1	1	0	27	87	10
73	2	60	3	1	1	62	122	10
74	20	20	3	1	1	126	186	10
75	5	5	3	1	0	59	119	10
76	60	12	3	1	0	60	120	10
77	23	3	2	1	1	120	180	10
78	8	56	3	2	0	75	135	10
79	6	68	3	1	1	74	134	10
80	47	47	2	2	0	162	222	10
81	49	58	1	1	0	71	131	10
82	27	43	2	1	0	27	87	10
83	37	31	2	2	0	20	80	10
84	57	29	1	1	0	81	141	10
85	63	23	3	1	0	72	132	10
86	21	24	1	1	0	72	132	10
87	12	24	1	1	0	75	135	10
88	24	58	3	1	0	52	112	10
89	67	5	2	1	1	117	177	10
90	37	47	3	2	0	71	131	10
91	49	42	1	1	0	152	212	10
92	53	43	2	1	1	14	74	10
93	61	52	1	1	0	148	208	10
94	57	48	2	2	0	80	140	10
95	56	37	3	1	1	20	80	10
96	55	54	3	2	0	117	177	10
97	4	18	3	1	1	105	165	10
98	26	52	2	1	0	31	91	10
99	26	35	3	1	0	62	122	10
100	31	67	1	1	0	150	210	10
