RC206

VEHICLE
NUMBER
25

CUSTOMER
CUST NO.	XCOORD.	YCOORD.	DEMAND	STAFF0	STAFF1	READY TIME	DUE DATE	SERVICE TIME
0	40	50	0	0	0	0	960	0
1	25	85	1	1	0	613	853	10
2	22	75	2	2	0	92	332	10
3	22	85	1	1	0	411	651	10
4	20	80	1	1	0	584	824	10
5	20	85	1	1	0	40	280	10
6	18	75	1	1	0	328	568	10
7	15	75	1	1	0	240	480	10
8	15	80	1	1	0	307	547	10
9	10	35	1	1	0	311	551	10
10	10	40	3	3	0	459	699	10
11	8	40	1	1	0	135	375	10
12	8	45	2	1	1	163	403	10
13	5	35	1	1	0	593	833	10
14	5	45	3	1	0	35	275	10
15	2	40	2	2	0	114	354	10
16	0	40	3	2	1	195	435	10
17	0	45	2	1	0	643	883	10
18	44	5	3	2	0	275	515	10
19	42	10	3	1	1	194	434	10
20	42	15	1	1	0	477	717	10
21	40	5	1	1	0	155	395	10
22	40	15	3	1	0	315	555	10
23	38	5	2	1	0	141	381	10
24	38	15	2	1	0	621	861	10
25	35	5	3	3	0	664	904	10
26	95	30	3	2	0	469	709	10
27	95	35	2	1	1	86	326	10
28	92	30	1	1	0	89	329	10
29	90	35	3	2	1	134	374	10
30	88	30	1	1	0	186	426	10
31	88	35	2	2	0	105	345	10
32	87	30	1	1	0	561	801	10
33	85	25	3	1	0	51	291	10
34	85	35	2	2	0	427	667	10
35	67	85	1	1	0	597	837	10
36	65	85	3	1	1	43	283	10
37	65	82	1	1	0	497	737	10
38	62	80	3	1	1	218	458	10
39	60	80	2	1	0	36	276	10
40	60	85	3	2	0	269	509	10
41	58	75	1	1	0	316	556	10
42	55	80	2	1	0	33	273	10
43	55	85	3	2	1	514	754	10
44	55	82	1	1	0	157	397	10
45	20	82	3	1	0	37	277	10
46	18	80	3	1	0	429	669	10
47	2	45	1	1	0	45	285	10
48	42	5	2	1	0	664	904	10
49	42	12	3	2	1	380	620	10
50	72	35	3	3	0	447	687	10
51	55	20	3	1	1	266	506	10
52	25	30	2	1	0	115	355	10
53	20	50	2	1	0	315	555	10
54	55	60	1	1	0	541	781	10
55	30	60	2	1	1	539	779	10
56	50	35	1	1	0	497	737	10
57	30	25	2	1	1	337	577	10
58	15	10	1	1	0	662	902	10
59	10	20	1	1	0	42	282	10
60	15	60	2	1	1	634	874	10
61	45	65	1	1	0	198	438	10
62	65	35	2	2	0	107	347	10
63	65	20	3	1	1	39	279	10
64	45	30	3	2	1	131	371	10
65	35	40	3	2	1	11	251	10
66	41	37	2	1	1	506	746	10
67	64	42	3	2	0	208	448	10
68	40	60	1	1	0	552	792	10
69	31	52	1	1	0	97	337	10
70	35	69	2	1	0	690	930	10
71	65	55	3	1	0	181	421	10
72	63	65	1	1	0	27	267	10
73	2	60	3	1	1	226	466	10
74	20	20	3	1	1	585	825	10
75	5	5	3	1	0	172	412	10
76	60	12	3	1	0	208	448	10
77	23	3	2	1	1	660	900	10
78	8	56	3	2	0	305	545	10
79	6	68	3	1	1	292	532	10
80	47	47	2	2	0	702	942	10
81	49	58	1	1	0	295	535	10
82	27	43	2	1	0	92	332	10
83	37	31	2	2	0	45	285	10
84	57	29	1	1	0	335	575	10
85	63	23	3	1	0	284	524	10
86	21	24	1	1	0	289	529	10
87	12	24	1	1	0	299	539	10
88	24	58	3	1	0	200	440	10
89	67	5	2	1	1	653	893	10
90	37	47	3	2	0	299	539	10
91	49	42	1	1	0	659	899	10
92	53	43	2	1	1	14	254	10
93	61	52	1	1	0	688	928	10
94	57	48	2	2	0	332	572	10
95	56	37	3	1	1	40	280	10
96	55	54	3	2	0	502	742	10
97	4	18	3	1	1	487	727	10
98	26	52	2	1	0	112	352	10
99	26	35	3	1	0	248	488	10
100	31	67	1	1	0	690	930	10
