RC202

VEHICLE
NUMBER
25

CUSTOMER
CUST NO.	XCOORD.	YCOORD.	DEMAND	STAFF0	STAFF1	READY TIME	DUE DATE	SERVICE TIME
0	40	50	0	0	0	0	960	0
1	25	85	1	1	0	0	911	10
2	22	75	2	2	0	0	919	10
3	22	85	1	1	0	0	910	10
4	20	80	1	1	0	644	764	10
5	20	85	1	1	0	0	909	10
6	18	75	1	1	0	388	508	10
7	15	75	1	1	0	0	914	10
8	15	80	1	1	0	367	487	10
9	10	35	1	1	0	371	491	10
10	10	40	3	3	0	519	639	10
11	8	40	1	1	0	195	315	10
12	8	45	2	1	1	0	917	10
13	5	35	1	1	0	653	773	10
14	5	45	3	1	0	35	155	10
15	2	40	2	2	0	174	294	10
16	0	40	3	2	1	255	375	10
17	0	45	2	1	0	703	823	10
18	44	5	3	2	0	335	455	10
19	42	10	3	1	1	254	374	10
20	42	15	1	1	0	537	657	10
21	40	5	1	1	0	0	905	10
22	40	15	3	1	0	375	495	10
23	38	5	2	1	0	201	321	10
24	38	15	2	1	0	681	801	10
25	35	5	3	3	0	784	904	10
26	95	30	3	2	0	0	891	10
27	95	35	2	1	1	146	266	10
28	92	30	1	1	0	149	269	10
29	90	35	3	2	1	194	314	10
30	88	30	1	1	0	246	366	10
31	88	35	2	2	0	0	899	10
32	87	30	1	1	0	621	741	10
33	85	25	3	1	0	80	200	10
34	85	35	2	2	0	0	902	10
35	67	85	1	1	0	657	777	10
36	65	85	3	1	1	43	163	10
37	65	82	1	1	0	0	909	10
38	62	80	3	1	1	278	398	10
39	60	80	2	1	0	64	184	10
40	60	85	3	2	0	329	449	10
41	58	75	1	1	0	376	496	10
42	55	80	2	1	0	33	153	10
43	55	85	3	2	1	574	694	10
44	55	82	1	1	0	217	337	10
45	20	82	3	1	0	37	157	10
46	18	80	3	1	0	489	609	10
47	2	45	1	1	0	105	225	10
48	42	5	2	1	0	0	904	10
49	42	12	3	2	1	440	560	10
50	72	35	3	3	0	0	914	10
51	55	20	3	1	1	326	446	10
52	25	30	2	1	0	0	925	10
53	20	50	2	1	0	375	495	10
54	55	60	1	1	0	601	721	10
55	30	60	2	1	1	599	719	10
56	50	35	1	1	0	557	677	10
57	30	25	2	1	1	397	517	10
58	15	10	1	1	0	782	902	10
59	10	20	1	1	0	0	907	10
60	15	60	2	1	1	694	814	10
61	45	65	1	1	0	258	378	10
62	65	35	2	2	0	167	287	10
63	65	20	3	1	1	39	159	10
64	45	30	3	2	1	191	311	10
65	35	40	3	2	1	11	131	10
66	41	37	2	1	1	566	686	10
67	64	42	3	2	0	268	388	10
68	40	60	1	1	0	612	732	10
69	31	52	1	1	0	157	277	10
70	35	69	2	1	0	810	930	10
71	65	55	3	1	0	241	361	10
72	63	65	1	1	0	0	922	10
73	2	60	3	1	1	286	406	10
74	20	20	3	1	1	645	765	10
75	5	5	3	1	0	0	892	10
76	60	12	3	1	0	268	388	10
77	23	3	2	1	1	764	884	10
78	8	56	3	2	0	365	485	10
79	6	68	3	1	1	352	472	10
80	47	47	2	2	0	822	942	10
81	49	58	1	1	0	355	475	10
82	27	43	2	1	0	0	935	10
83	37	31	2	2	0	0	930	10
84	57	29	1	1	0	395	515	10
85	63	23	3	1	0	0	914	10
86	21	24	1	1	0	349	469	10
87	12	24	1	1	0	359	479	10
88	24	58	3	1	0	260	380	10
89	67	5	2	1	1	713	833	10
90	37	47	3	2	0	359	479	10
91	49	42	1	1	0	0	937	10
92	53	43	2	1	1	14	134	10
93	61	52	1	1	0	808	928	10
94	57	48	2	2	0	0	932	10
95	56	37	3	1	1	0	929	10
96	55	54	3	2	0	0	934	10
97	4	18	3	1	1	547	667	10
98	26	52	2	1	0	0	935	10
99	26	35	3	1	0	308	428	10
100	31	67	1	1	0	810	930	10
