C101

VEHICLE
NUMBER
25

CUSTOMER
CUST NO.	XCOORD.	YCOORD.	DEMAND	STAFF0	STAFF1	READY TIME	DUE DATE	SERVICE TIME
0	40	50	0	0	0	0	1236	0
1	45	68	1	1	0	912	967	90
2	45	70	2	2	0	825	870	90
3	42	66	1	1	0	65	146	90
4	42	68	1	1	0	727	782	90
5	42	65	1	1	0	15	67	90
6	40	69	1	1	0	621	702	90
7	40	66	1	1	0	170	225	90
8	38	68	1	1	0	255	324	90
9	38	70	1	1	0	534	605	90
10	35	66	3	3	0	357	410	90
11	35	69	1	1	0	448	505	90
12	25	85	2	1	1	652	721	90
13	22	75	1	1	0	30	92	90
14	22	85	3	1	0	567	620	90
15	20	80	2	2	0	384	429	90
16	20	85	3	2	1	475	528	90
17	18	75	2	1	0	99	148	90
18	15	75	3	2	0	179	254	90
19	15	80	3	1	1	278	345	90
20	30	50	1	1	0	10	73	90
21	30	52	1	1	0	914	965	90
22	28	52	3	1	0	812	883	90
23	28	55	2	1	0	732	777	90
24	25	50	2	1	0	65	144	90
25	25	52	3	3	0	169	224	90
26	25	55	3	2	0	622	701	90
27	23	52	2	1	1	261	316	90
28	23	55	1	1	0	546	593	90
29	20	50	3	2	1	358	405	90
30	20	55	1	1	0	449	504	90
31	10	35	2	2	0	200	237	90
32	10	40	1	1	0	31	100	90
33	8	40	3	1	0	87	158	90
34	8	45	2	2	0	751	816	90
35	5	35	1	1	0	283	344	90
36	5	45	3	1	1	665	716	90
37	2	40	1	1	0	383	434	90
38	0	40	3	1	1	479	522	90
39	0	45	2	1	0	567	624	90
40	35	30	3	2	0	264	321	90
41	35	32	1	1	0	166	235	90
42	33	32	2	1	0	68	149	90
43	33	35	3	2	1	16	80	90
44	32	30	1	1	0	359	412	90
45	30	30	3	1	0	541	600	90
46	30	32	3	1	0	448	509	90
47	30	35	1	1	0	1054	1127	90
48	28	30	2	1	0	632	693	90
49	28	35	3	2	1	1001	1066	90
50	26	32	3	3	0	815	880	90
51	25	30	3	1	1	725	786	90
52	25	35	2	1	0	912	969	90
53	44	5	2	1	0	286	347	90
54	42	10	1	1	0	186	257	90
55	42	15	2	1	1	95	158	90
56	40	5	1	1	0	385	436	90
57	40	15	2	1	1	35	87	90
58	38	5	1	1	0	471	534	90
59	38	15	1	1	0	651	740	90
60	35	5	2	1	1	562	629	90
61	50	30	1	1	0	531	610	90
62	50	35	2	2	0	262	317	90
63	50	40	3	1	1	171	218	90
64	48	30	3	2	1	632	693	90
65	48	40	3	2	1	76	129	90
66	47	35	2	1	1	826	875	90
67	47	40	3	2	0	12	77	90
68	45	30	1	1	0	734	777	90
69	45	35	1	1	0	916	969	90
70	95	30	2	1	0	387	456	90
71	95	35	3	1	0	293	360	90
72	53	30	1	1	0	450	505	90
73	92	30	3	1	1	478	551	90
74	53	35	3	1	1	353	412	90
75	45	65	3	1	0	997	1068	90
76	90	35	3	1	0	203	260	90
77	88	30	2	1	1	574	643	90
78	88	35	3	2	0	109	170	90
79	87	30	3	1	1	668	731	90
80	85	25	2	2	0	769	820	90
81	85	35	1	1	0	47	124	90
82	75	55	2	1	0	369	420	90
83	72	55	2	2	0	265	338	90
84	70	58	1	1	0	458	523	90
85	68	60	3	1	0	555	612	90
86	66	55	1	1	0	173	238	90
87	65	55	1	1	0	85	144	90
88	65	60	3	1	0	645	708	90
89	63	58	2	1	1	737	802	90
90	60	55	3	2	0	20	84	90
91	60	60	1	1	0	836	889	90
92	67	85	2	1	1	368	441	90
93	65	85	1	1	0	475	518	90
94	65	82	2	2	0	285	336	90
95	62	80	3	1	1	196	239	90
96	60	80	3	2	0	95	156	90
97	60	85	3	1	1	561	622	90
98	58	75	2	1	0	30	84	90
99	55	80	3	1	0	743	820	90
100	55	85	1	1	0	647	726	90
