R109

VEHICLE
NUMBER
25

CUSTOMER
CUST NO.	XCOORD.	YCOORD.	DEMAND	STAFF0	STAFF1	READY TIME	DUE DATE	SERVICE TIME
0	35	35	0	0	0	0	230	0
1	41	49	1	1	0	133	198	10
2	35	17	2	2	0	22	87	10
3	55	45	1	1	0	98	143	10
4	55	20	1	1	0	123	184	10
5	15	30	1	1	0	20	93	10
6	25	30	1	1	0	76	131	10
7	20	50	1	1	0	61	110	10
8	10	43	1	1	0	75	124	10
9	55	60	1	1	0	74	129	10
10	30	60	3	3	0	107	150	10
11	20	65	1	1	0	42	101	10
12	50	35	2	1	1	38	97	10
13	30	25	1	1	0	131	196	10
14	15	10	3	1	0	32	114	10
15	30	5	2	2	0	35	96	10
16	10	20	3	2	1	52	107	10
17	5	30	2	1	0	124	189	10
18	20	40	3	2	0	69	114	10
19	15	60	3	1	1	52	109	10
20	45	65	1	1	0	105	156	10
21	45	20	1	1	0	37	96	10
22	45	10	3	1	0	76	127	10
23	55	5	2	1	0	43	102	10
24	65	35	2	1	0	124	190	10
25	65	20	3	3	0	121	186	10
26	45	30	3	2	0	112	161	10
27	35	40	2	1	1	8	75	10
28	41	37	1	1	0	11	76	10
29	64	42	3	2	1	37	98	10
30	40	60	1	1	0	49	102	10
31	31	52	2	2	0	24	85	10
32	35	69	1	1	0	116	175	10
33	53	52	3	1	0	24	92	10
34	65	55	2	2	0	96	147	10
35	63	65	1	1	0	116	178	10
36	2	60	3	1	1	41	112	10
37	20	20	1	1	0	113	164	10
38	5	5	3	1	1	60	115	10
39	60	12	2	1	0	33	110	10
40	40	25	3	2	0	65	114	10
41	42	7	1	1	0	72	131	10
42	24	12	2	1	0	25	91	10
43	23	3	3	2	1	111	162	10
44	11	14	1	1	0	45	102	10
45	6	38	3	1	0	29	99	10
46	2	48	3	1	0	92	151	10
47	8	56	1	1	0	34	105	10
48	13	52	2	1	0	128	192	10
49	6	68	3	2	1	93	132	10
50	47	47	3	3	0	102	155	10
51	49	58	3	1	1	64	121	10
52	27	43	2	1	0	26	87	10
53	37	31	2	1	0	75	124	10
54	57	29	1	1	0	118	171	10
55	63	23	2	1	1	111	170	10
56	53	12	1	1	0	106	163	10
57	32	12	2	1	1	77	134	10
58	36	26	1	1	0	147	210	10
59	21	24	1	1	0	17	100	10
60	17	34	2	1	1	134	199	10
61	12	24	1	1	0	55	106	10
62	24	58	2	2	0	30	95	10
63	27	69	3	1	1	34	103	10
64	15	77	3	2	1	48	107	10
65	62	77	3	2	1	49	113	10
66	49	73	2	1	1	104	159	10
67	67	5	3	2	0	59	116	10
68	56	39	1	1	0	117	176	10
69	37	47	1	1	0	23	86	10
70	37	56	2	1	0	123	198	10
71	57	68	3	1	0	54	109	10
72	47	16	1	1	0	22	96	10
73	44	17	3	1	1	56	109	10
74	46	13	3	1	1	123	184	10
75	49	11	3	1	0	45	102	10
76	49	42	3	1	0	52	103	10
77	53	43	2	1	1	136	200	10
78	61	52	3	2	0	71	130	10
79	57	48	3	1	1	72	121	10
80	56	37	2	2	0	135	198	10
81	55	54	1	1	0	78	119	10
82	15	47	2	1	0	29	90	10
83	14	37	2	2	0	21	89	10
84	11	31	1	1	0	81	130	10
85	16	22	3	1	0	70	121	10
86	4	18	1	1	0	74	123	10
87	28	18	1	1	0	79	116	10
88	26	52	3	1	0	50	107	10
89	26	35	2	1	1	139	211	10
90	31	67	3	2	0	73	126	10
91	15	19	1	1	0	132	194	10
92	22	22	2	1	1	18	88	10
93	18	24	1	1	0	129	199	10
94	26	27	2	2	0	81	128	10
95	25	24	3	1	1	14	78	10
96	22	27	3	2	0	114	165	10
97	25	21	3	1	1	115	160	10
98	19	21	2	1	0	32	93	10
99	20	26	3	1	0	60	115	10
100	18	18	1	1	0	123	195	10
