RC102

VEHICLE
NUMBER
25

CUSTOMER
CUST NO.	XCOORD.	YCOORD.	DEMAND	STAFF0	STAFF1	READY TIME	DUE DATE	SERVICE TIME
0	40	50	0	0	0	0	240	0
1	25	85	1	1	0	0	191	10
2	22	75	2	2	0	0	199	10
3	22	85	1	1	0	0	190	10
4	20	80	1	1	0	141	171	10
5	20	85	1	1	0	0	189	10
6	18	75	1	1	0	95	125	10
7	15	75	1	1	0	0	194	10
8	15	80	1	1	0	91	121	10
9	10	35	1	1	0	91	121	10
10	10	40	3	3	0	119	149	10
11	8	40	1	1	0	59	89	10
12	8	45	2	1	1	0	197	10
13	5	35	1	1	0	142	172	10
14	5	45	3	1	0	35	65	10
15	2	40	2	2	0	58	88	10
16	0	40	3	2	1	72	102	10
17	0	45	2	1	0	149	179	10
18	44	5	3	2	0	87	117	10
19	42	10	3	1	1	72	102	10
20	42	15	1	1	0	122	152	10
21	40	5	1	1	0	0	185	10
22	40	15	3	1	0	92	122	10
23	38	5	2	1	0	65	95	10
24	38	15	2	1	0	148	178	10
25	35	5	3	3	0	154	184	10
26	95	30	3	2	0	0	171	10
27	95	35	2	1	1	62	92	10
28	92	30	1	1	0	62	92	10
29	90	35	3	2	1	67	97	10
30	88	30	1	1	0	74	104	10
31	88	35	2	2	0	0	179	10
32	87	30	1	1	0	131	161	10
33	85	25	3	1	0	51	81	10
34	85	35	2	2	0	0	182	10
35	67	85	1	1	0	139	169	10
36	65	85	3	1	1	43	73	10
37	65	82	1	1	0	0	189	10
38	62	80	3	1	1	75	105	10
39	60	80	2	1	0	37	67	10
40	60	85	3	2	0	85	115	10
41	58	75	1	1	0	92	122	10
42	55	80	2	1	0	33	63	10
43	55	85	3	2	1	128	158	10
44	55	82	1	1	0	64	94	10
45	20	82	3	1	0	37	67	10
46	18	80	3	1	0	113	143	10
47	2	45	1	1	0	45	75	10
48	42	5	2	1	0	0	184	10
49	42	12	3	2	1	104	134	10
50	72	35	3	3	0	0	194	10
51	55	20	3	1	1	83	113	10
52	25	30	2	1	0	0	205	10
53	20	50	2	1	0	91	121	10
54	55	60	1	1	0	139	169	10
55	30	60	2	1	1	140	170	10
56	50	35	1	1	0	130	160	10
57	30	25	2	1	1	96	126	10
58	15	10	1	1	0	152	182	10
59	10	20	1	1	0	0	187	10
60	15	60	2	1	1	155	185	10
61	45	65	1	1	0	66	96	10
62	65	35	2	2	0	52	82	10
63	65	20	3	1	1	39	69	10
64	45	30	3	2	1	53	83	10
65	35	40	3	2	1	11	41	10
66	41	37	2	1	1	133	163	10
67	64	42	3	2	0	70	100	10
68	40	60	1	1	0	144	174	10
69	31	52	1	1	0	41	71	10
70	35	69	2	1	0	180	210	10
71	65	55	3	1	0	65	95	10
72	63	65	1	1	0	0	202	10
73	2	60	3	1	1	77	107	10
74	20	20	3	1	1	141	171	10
75	5	5	3	1	0	0	172	10
76	60	12	3	1	0	75	105	10
77	23	3	2	1	1	150	180	10
78	8	56	3	2	0	90	120	10
79	6	68	3	1	1	89	119	10
80	47	47	2	2	0	192	222	10
81	49	58	1	1	0	86	116	10
82	27	43	2	1	0	0	215	10
83	37	31	2	2	0	0	210	10
84	57	29	1	1	0	96	126	10
85	63	23	3	1	0	0	194	10
86	21	24	1	1	0	87	117	10
87	12	24	1	1	0	90	120	10
88	24	58	3	1	0	67	97	10
89	67	5	2	1	1	144	174	10
90	37	47	3	2	0	86	116	10
91	49	42	1	1	0	0	217	10
92	53	43	2	1	1	14	44	10
93	61	52	1	1	0	178	208	10
94	57	48	2	2	0	0	212	10
95	56	37	3	1	1	0	209	10
96	55	54	3	2	0	0	214	10
97	4	18	3	1	1	120	150	10
98	26	52	2	1	0	0	215	10
99	26	35	3	1	0	77	107	10
100	31	67	1	1	0	180	210	10
