R102

VEHICLE
NUMBER
25

CUSTOMER
CUST NO.	XCOORD.	YCOORD.	DEMAND	STAFF0	STAFF1	READY TIME	DUE DATE	SERVICE TIME
0	35	35	0	0	0	0	230	0
1	41	49	1	1	0	0	204	10
2	35	17	2	2	0	0	202	10
3	55	45	1	1	0	0	197	10
4	55	20	1	1	0	149	159	10
5	15	30	1	1	0	0	199	10
6	25	30	1	1	0	99	109	10
7	20	50	1	1	0	0	198	10
8	10	43	1	1	0	95	105	10
9	55	60	1	1	0	97	107	10
10	30	60	3	3	0	124	134	10
11	20	65	1	1	0	67	77	10
12	50	35	2	1	1	0	205	10
13	30	25	1	1	0	159	169	10
14	15	10	3	1	0	32	42	10
15	30	5	2	2	0	61	71	10
16	10	20	3	2	1	75	85	10
17	5	30	2	1	0	157	167	10
18	20	40	3	2	0	87	97	10
19	15	60	3	1	1	76	86	10
20	45	65	1	1	0	126	136	10
21	45	20	1	1	0	0	201	10
22	45	10	3	1	0	97	107	10
23	55	5	2	1	0	68	78	10
24	65	35	2	1	0	153	163	10
25	65	20	3	3	0	172	182	10
26	45	30	3	2	0	0	208	10
27	35	40	2	1	1	37	47	10
28	41	37	1	1	0	39	49	10
29	64	42	3	2	1	63	73	10
30	40	60	1	1	0	71	81	10
31	31	52	2	2	0	0	202	10
32	35	69	1	1	0	141	151	10
33	53	52	3	1	0	37	47	10
34	65	55	2	2	0	0	183	10
35	63	65	1	1	0	143	153	10
36	2	60	3	1	1	41	51	10
37	20	20	1	1	0	0	198	10
38	5	5	3	1	1	83	93	10
39	60	12	2	1	0	44	54	10
40	40	25	3	2	0	85	95	10
41	42	7	1	1	0	97	107	10
42	24	12	2	1	0	31	41	10
43	23	3	3	2	1	132	142	10
44	11	14	1	1	0	69	79	10
45	6	38	3	1	0	32	42	10
46	2	48	3	1	0	117	127	10
47	8	56	1	1	0	51	61	10
48	13	52	2	1	0	0	192	10
49	6	68	3	2	1	108	118	10
50	47	47	3	3	0	0	203	10
51	49	58	3	1	1	88	98	10
52	27	43	2	1	0	0	208	10
53	37	31	2	1	0	95	105	10
54	57	29	1	1	0	140	150	10
55	63	23	2	1	1	136	146	10
56	53	12	1	1	0	130	140	10
57	32	12	2	1	1	101	111	10
58	36	26	1	1	0	200	210	10
59	21	24	1	1	0	0	202	10
60	17	34	2	1	1	162	172	10
61	12	24	1	1	0	76	86	10
62	24	58	2	2	0	58	68	10
63	27	69	3	1	1	34	44	10
64	15	77	3	2	1	73	83	10
65	62	77	3	2	1	51	61	10
66	49	73	2	1	1	127	137	10
67	67	5	3	2	0	83	93	10
68	56	39	1	1	0	142	152	10
69	37	47	1	1	0	50	60	10
70	37	56	2	1	0	182	192	10
71	57	68	3	1	0	77	87	10
72	47	16	1	1	0	0	197	10
73	44	17	3	1	1	78	88	10
74	46	13	3	1	1	149	159	10
75	49	11	3	1	0	0	192	10
76	49	42	3	1	0	73	83	10
77	53	43	2	1	1	179	189	10
78	61	52	3	2	0	96	106	10
79	57	48	3	1	1	92	102	10
80	56	37	2	2	0	182	192	10
81	55	54	1	1	0	94	104	10
82	15	47	2	1	0	0	196	10
83	14	37	2	2	0	0	198	10
84	11	31	1	1	0	101	111	10
85	16	22	3	1	0	0	196	10
86	4	18	1	1	0	94	104	10
87	28	18	1	1	0	93	103	10
88	26	52	3	1	0	74	84	10
89	26	35	2	1	1	176	186	10
90	31	67	3	2	0	95	105	10
91	15	19	1	1	0	0	194	10
92	22	22	2	1	1	18	28	10
93	18	24	1	1	0	188	198	10
94	26	27	2	2	0	0	207	10
95	25	24	3	1	1	0	205	10
96	22	27	3	2	0	0	204	10
97	25	21	3	1	1	133	143	10
98	19	21	2	1	0	0	198	10
99	20	26	3	1	0	83	93	10
100	18	18	1	1	0	185	195	10
